6.5311,-3.8625,0.6612
-9.8224,6.488,-9.8734
7.0439,-3.683,0.3359
-9.6727,7.2251,-9.7273
-7.9823,-4.1272,9.3079
-8.2894,-2.5526,2.5552
4.4999,-4.2507,0.4372
-8.9639,8.7298,-9.7625
-7.4015,-6.4686,9.6134
-8.3006,-7.2792,9.4983
-4.766,-2.5582,1.8006
-7.5597,-7.2906,8.9569
-8.109,-3.8696,1.5616
-9.3863,8.7803,-9.3173
-9.2939,8.0664,-7.7597
-8.5769,9.0307,-9.9458
-7.7761,-6.614,7.9417
-9.6991,8.8184,-8.925
-8.0903,-7.0252,10.5001
5.7379,-0.9026,-0.0768
-10.5925,8.7236,-11.5837
6.4074,-2.6556,0.3822
5.7067,-3.2568,0.6441
-7.0385,-3.6683,1.4389
-8.2175,9.5995,-8.7904
5.43,-1.4439,0.2484
-10.7154,8.2649,-9.7758
-7.4317,-8.5355,7.2007
4.4038,-2.2729,0.4697
-9.8534,7.635,-8.1063
-7.2279,-6.8421,9.0084
6.2366,-2.668,-0.6672
-7.3526,-5.0266,9.4822
-7.969,-1.9061,2.9728
5.8829,-3.0902,-0.9801
-8.6742,7.3998,-8.0665
-5.9869,-2.6427,0.2548
-8.3042,-2.7904,0.8773
-8.3167,-0.6013,0.5093
-7.5506,-3.1138,1.0776
-8.0184,8.0284,-8.2528
-7.0331,-7.7344,7.8391
-8.5307,8.7623,-8.3392
-7.7941,-6.3368,2.4833
3.7963,-3.7755,0.7505
-7.9326,-2.61,0.0895
5.231,-2.1741,-1.3654
-8.3466,8.5672,-9.6414
-10.0113,7.928,-9.7141
-8.1627,-6.4385,10.1948
-8.6481,-5.2831,2.111
-8.3376,8.1636,-9.7476
-7.6609,8.336,-6.7215
-8.6467,-6.9949,9.3457
-7.8789,7.2312,-9.0411
5.539,-3.2927,1.3301
5.434,-2.7096,-1.1678
5.9285,-3.6691,-0.2725
-8.0286,8.5965,-8.7577
-6.9596,-3.7069,1.4013
-6.6175,-7.2202,9.9589
-8.516,7.6796,-7.5974
-9.1776,8.2139,-9.1476
-8.9319,-6.4551,9.1284
-8.9488,-3.8271,-0.6582
-8.4331,-5.5238,9.9285
-9.5506,8.148,-9.6995
4.9924,-3.5154,-0.1722
-10.8019,7.9669,-8.2719
-8.9547,8.3514,-8.3572
5.1011,-3.8836,-0.7622
-6.947,-6.4981,10.6761
4.0987,-1.9607,-1.8199
5.0702,-2.3272,-1.3492
-10.4841,6.6085,-9.6668
-8.512,-6.8028,8.5888
-9.4907,-2.386,1.3996
-8.0564,9.1977,-10.4023
5.0933,-1.9018,1.8729
-9.1068,-2.5947,2.2416
-7.7345,-2.2357,0.3763
6.3283,-2.7132,1.0819
-8.7474,-3.4446,0.5803
5.3522,-2.7629,-0.1285
-6.5364,-3.9644,1.4459
-6.348,-7.1025,8.8434
-7.1853,-6.1371,9.9477
-8.5291,-3.0171,2.3966
-10.1206,-3.1253,0.5594
6.9602,-3.673,0.3576
-7.0222,6.4498,-10.3352
5.4073,-0.2954,0.5401
-7.9167,-0.9244,1.7073
-10.3366,-8.0861,8.5136
-6.4708,-1.811,0.5349
5.6354,-2.4967,-0.6132
-9.0901,7.5779,-9.0944
-6.7578,-5.1126,8.8954
5.7503,-1.7546,-1.3791
-10.6404,8.3183,-8.72
5.4702,-2.529,-0.7495
-9.6094,8.7653,-9.2572
-9.3469,-5.9577,0.212
-10.4121,9.5628,-8.5151
6.0376,-2.904,-0.9716
-8.0448,-3.3464,1.0815
-8.7952,-6.9914,8.8446
4.3398,-4.0458,0.61
-8.5766,-5.912,8.7115
5.9088,-2.8739,1.2733
-9.0193,7.7823,-11.1538
-8.3493,-6.2855,9.2251
5.7355,-1.5269,-1.1076
-9.3025,9.2664,-8.7186
-7.766,-5.0286,2.8781
5.4358,-4.1327,-0.9963
-9.1014,10.1274,-9.9232
5.8531,-3.297,-2.2266
6.0419,-3.3715,-0.4907
4.5133,-1.1074,0.5758
-8.2383,-5.7621,10.5236
5.7642,-2.5522,-0.4734
-9.828,9.5358,-9.136
5.5536,-2.9677,0.1482
-5.7524,-7.4437,11.7556
6.8147,-3.8876,-0.1451
4.5849,-3.895,0.8632
-9.6274,-2.1503,0.1716
4.4095,-0.3894,0.2087
-10.7484,8.4205,-8.367
-8.5883,-6.9921,8.786
-8.4933,-2.1739,1.3318
7.1536,-2.4744,-0.5271
-10.1018,-2.4699,0.1283
