141.0,150.0,163.0
20.0,16.0,15.0
23.0,103.0,104.0
82.0,172.0,173.0
212.0,225.0,233.0
188.0,193.0,202.0
22.0,48.0,65.0
67.0,108.0,133.0
126.0,217.0,224.0
167.0,175.0,182.0
49.0,118.0,121.0
154.0,163.0,173.0
65.0,150.0,146.0
113.0,188.0,197.0
36.0,68.0,87.0
55.0,91.0,109.0
158.0,202.0,225.0
102.0,107.0,110.0
58.0,45.0,37.0
235.0,252.0,248.0
121.0,124.0,128.0
7.0,1.0,2.0
201.0,210.0,219.0
84.0,86.0,86.0
105.0,139.0,155.0
39.0,34.0,33.0
14.0,85.0,89.0
133.0,173.0,201.0
34.0,25.0,21.0
91.0,170.0,179.0
